t, x, T_prime, V, V_prime, qT=0.50000000, cT=0.18000000, V_ext=11.00000000, R_ext=500.00000000, k=0.90000000, i0=0.30000000, dt=0.00000100, x0=-0.99999000, T'0=0.00000000, V0=195.00000000, V'0=0.00000000
0.00000000,-0.99999000,0.00000000,195.00000000,0.00000000
0.01000000,-0.99762317,-93.36117978,194.98811541,-0.12930851
0.02000000,-0.90013629,-327.33945883,194.97221737,-0.29193411
0.03000000,-0.28869019,-378.39391289,193.93927995,-8.84152779
0.04000000,0.13767795,-342.58524358,171.55041772,-35.51072293
0.05000000,1.03434851,-5889.81229138,168.83297303,-14.03489749
0.06000000,1.05239960,-31618.77543960,168.82736502,-13.95233132
0.07000000,1.05912607,-59286.93964982,168.82253780,-13.87635353
0.08000000,1.05690973,-84686.93717918,168.81702821,-13.79467464
0.09000000,1.02594153,-102623.23929237,168.80474234,-13.65612897
0.10000000,0.71400026,-112894.93162272,168.74239692,-13.09745921
0.11000000,0.90543034,-119051.18602685,168.38233624,-10.06269812
0.12000000,0.48380214,-120887.59226606,167.15614293,-0.48877715
0.13000000,0.74719005,-117820.04350464,166.17217236,7.32801124
0.14000000,0.53317097,-111437.53300199,165.93031555,9.34988290
0.15000000,1.05728352,-102351.51162327,165.87997320,9.79273044
0.16000000,0.98377463,-88833.25292955,165.86697175,9.92707530
0.17000000,1.04934679,-70583.38748462,165.86104056,10.00300009
0.18000000,1.05739232,-50373.75972586,165.85625926,10.06940360
0.19000000,1.05190888,-30191.72139201,165.85149565,10.13563577
0.20000000,1.04134908,-11250.71357513,165.84619021,10.20631478
0.21000000,-0.06461541,452.09539924,163.76345747,17.24589928
0.22000000,-1.04305593,12781.52828019,162.72297511,9.99559776
0.23000000,-1.05224106,30728.29363653,162.71790133,9.91905332
0.24000000,-1.05727285,49403.16633967,162.71330294,9.84652019
0.25000000,-1.05034615,67878.22762313,162.70874676,9.77436810
0.26000000,-1.04787331,84444.19911905,162.70333481,9.69507669
0.27000000,-1.02668847,97444.71178046,162.69448387,9.58701608
0.28000000,-0.80386579,105999.93575171,162.67064862,9.35353107
0.29000000,-0.95883822,111799.80546860,162.59832316,8.71432328
0.30000000,-0.42350496,115644.66776333,162.39563038,6.98702296
0.31000000,-0.89095606,117582.07331695,161.99376142,3.61600034
0.32000000,-0.74040184,117282.47114832,161.48433451,-0.62075670
0.33000000,-0.98108909,114977.72070763,161.11612595,-3.69644876
0.34000000,-0.55357890,111147.14497034,160.94518437,-5.14146475
0.35000000,-0.93736554,106040.37090160,160.88315428,-5.68380211
0.36000000,-0.89554912,99524.67794643,160.85770994,-5.92292097
0.37000000,-0.97699157,91082.55257842,160.84635182,-6.04532329
0.38000000,-1.02270850,80740.42309622,160.83964859,-6.12914523
0.39000000,-1.04980786,69094.67179242,160.83452114,-6.19989182
0.40000000,-1.05876422,56823.03950993,160.82990122,-6.26641057
0.41000000,-1.05607266,44123.80084555,160.82556940,-6.33051951
0.42000000,-1.05257806,31722.84111151,160.82103127,-6.39631123
0.43000000,-1.04757757,19719.97440215,160.81620390,-6.46447128
0.44000000,-1.03864650,8328.37631499,160.81089681,-6.53657455
0.45000000,-0.70755949,-759.28433399,160.79898075,-6.66334018
0.46000000,1.03200880,-4733.18601603,157.32891954,-6.47522344
0.47000000,1.04455735,-15177.43390171,157.32348759,-6.39703633
0.48000000,1.05037159,-26143.90655468,157.31866687,-6.32398677
0.49000000,1.05418012,-37322.00266481,157.31417088,-6.25367850
0.50000000,1.05700564,-48585.32530210,157.30989463,-6.18523317
0.51000000,1.05916823,-59863.44347159,157.30578302,-6.11818944
0.52000000,1.04945080,-70330.40333661,157.30126041,-6.04773792
0.53000000,1.02714074,-80145.99441878,157.29636009,-5.97415833
0.54000000,1.02776121,-88817.34659095,157.29038216,-5.89160618
0.55000000,0.96458746,-95877.73689004,157.28168545,-5.78637833
0.56000000,0.91732423,-101429.02042805,157.26758680,-5.63608003
0.57000000,0.92790121,-105665.36135716,157.24338501,-5.40148892
0.58000000,1.05769709,-108793.62950259,157.19890183,-4.99771838
0.59000000,0.54491453,-111119.63551592,157.12722006,-4.36728745
0.60000000,1.04449682,-112640.63947531,157.01799182,-3.42440097
0.61000000,1.03622146,-113529.56247493,156.89328446,-2.35369328
0.62000000,1.03840215,-113483.11017930,156.73106818,-0.97231184
0.63000000,0.79731768,-112740.45743234,156.60660996,0.09350728
0.64000000,1.05202497,-111353.88418667,156.49811879,1.02556506
0.65000000,0.76255738,-109400.66488273,156.42323954,1.67763870
0.66000000,0.78422994,-106957.13929108,156.37390355,2.11715841
0.67000000,1.05768329,-104071.57963960,156.34177173,2.41360584
0.68000000,1.05468430,-100745.18019616,156.32016957,2.62251101
0.69000000,0.95939564,-96827.82033865,156.30657027,2.76491116
0.70000000,1.05140699,-92374.36066871,156.29686383,2.87494989
0.71000000,1.03427113,-87388.92067935,156.28950486,2.96546751
0.72000000,1.05408516,-81849.33300869,156.28371071,3.04296731
0.73000000,1.05555331,-75935.63673159,156.27858138,3.11492152
0.74000000,1.04969626,-69758.16168884,156.27385783,3.18348192
0.75000000,1.05276523,-63392.41500260,156.26933292,3.25036813
0.76000000,1.05867230,-56745.20772092,156.26510352,3.31477750
0.77000000,1.05729647,-49916.33722406,156.26103304,3.37784422
0.78000000,1.05572458,-43107.39494222,156.25686743,3.44167583
0.79000000,1.05389303,-36330.66098646,156.25259057,3.50640547
0.80000000,1.05170173,-29602.46278770,156.24818035,3.57221623
0.81000000,1.04897836,-22945.72720185,156.24360450,3.63937500
