Parameters: V_min=1, V_max=30, V_step=0.25 | R_min=0, R_max=1000, R_step=50 | qT=1, kappa=0.9, R_ext=500, cT=0.18, i0=0, tc=30, lam=0.12, tmax=500, dt=0.0001, (Increasing V_ext)
V_ext,R_ext,spike_count,x_min,x_max,x_f,T'_f,V_f,V'_f
2.75,250,12,-0.955653588784049,-0.134081401983143,-0.950160945638909,0.000745697080517591,0.905365222468841,-0.488276822885196
3,250,14,-0.955582730922865,-0.133650032099665,-0.954999646484574,-0.00202812347079006,0.259705383085923,-0.380485403474177
3.25,250,15,-0.955510306997932,-0.131826647194123,-0.928121016476855,0.00348272216647134,1.75082110228414,-1.18105241963329
3.5,250,18,-0.955436105225055,-0.128911451088169,-0.948722330608208,0.000969173034998298,1.04155407971309,-0.565891161209991
3.75,250,19,-0.955359933049174,-0.127748495824687,-0.935690507876919,0.00291054862333517,1.65033071466841,-0.951546724933705
4,250,21,-0.955281814633799,-0.125279763071662,-0.935765623784993,0.00287687934964576,1.64935126455279,-0.924841282303899
4.25,250,23,-0.955201621610832,-0.12320574130705,-0.950925096477335,0.000442735271966653,0.824794779377236,-0.554759246076834
4.5,250,24,-0.955119259451537,-0.121211943922781,-0.948009475658727,0.0010077708381082,1.10204706227098,-0.641326515633636
4.75,250,26,-0.955034603795804,-0.118991339174237,-0.283089528624382,-0.0195600059239206,0.0643555598019618,-0.394450279579304
5,250,27,-0.95495834578866,-0.1167604174831,-0.237834470023891,-0.0240843078693726,0.0543875930241099,-0.360196437212505
5.25,250,28,-0.954862525330968,-0.114521390121924,-0.950486643097072,0.000380066107237367,0.872394238715752,-0.66693297091267
5.5,250,30,-0.954765610253874,-0.112273460306669,-0.141713656191189,-0.046219359656346,0.0406540849528123,-0.417966012605768
5.75,250,30,-0.954670426416952,-0.110012773418097,-0.847036091076338,0.00490640833660466,1.91051046158432,-1.10393298283441
6,250,33,-0.954572177799176,-0.1077573668823,-0.616757633562852,0.0135852350121166,1.9538602593823,-1.4194043040966
6.25,250,33,-0.954470649374234,-0.10548500586273,-0.226120984502519,-0.0230476747569504,0.0637961898219726,-0.405964770781527
6.5,250,34,-0.954369600247183,-0.103213674398346,-0.952475219283075,-0.000782325793285097,0.638175965275436,-0.822907489999836
6.75,250,35,-0.954256741943608,-0.100921598342649,-0.944394003204101,0.00135856570822382,1.34659863028552,-0.924919354392712
7,250,36,-0.954143774753625,-0.0986165744054485,-0.883369778649282,0.00405661537457268,1.90683460606999,-1.14449467424958
7.25,250,38,-0.954026336834019,-0.0962925722676884,-0.105212753559509,-0.0609828148657129,0.0490439394351518,-0.542730294258732
7.5,250,38,-0.953904020748553,-0.0939375403971047,-0.137260977353561,-0.0400377889744021,0.0477329996377887,-0.310416841482487
7.75,250,39,-0.953776341836954,-0.0915777148111797,-0.509092699112379,0.0245767732143714,1.99815729079182,-1.88680725557584
8,250,39,-0.953642758291104,-0.0891827525485334,-0.94750494395772,0.000578687792683446,1.14342453075119,-1.08032414245322
8.25,250,41,-0.953502618549755,-0.0867620792751708,-0.696544430196629,0.00870044805437887,2.02462834558955,-1.4533461939228
8.5,250,41,-0.953355171478058,-0.0842902574316091,-0.605063379504001,0.0139905589895224,2.04135618260866,-1.65016405444184
8.75,250,41,-0.953199499123922,-0.0817777605655573,-0.948397383801256,0.000248819436594624,1.07149336240053,-1.21105847902901
9,250,42,-0.953034501471233,-0.0792213462002788,-0.937082157421582,0.00190966967293064,1.62862902927078,-1.3091301927131
9.25,250,43,-0.952858851344137,-0.0765973065022057,-0.951865599689483,-0.00103350845579597,0.715648413335128,-1.31959903858838
9.5,250,43,-0.952670885410952,-0.0739014942939364,-0.946333417768939,0.000565711065262521,1.22909043389318,-1.36801183789846
9.75,250,44,-0.952468512963062,-0.0711220495543411,-0.191473500283137,-0.0190877831020781,0.0826749859288009,-0.521188994641724
10,250,44,-0.952249359465084,-0.0682551602444189,-0.0982889880379489,-0.0433849307275617,0.0516360982702502,-0.265937343930384
10.25,250,44,-0.952008994977532,-0.0652146623195371,-0.355715129865261,-0.00787411266815857,0.206842466512126,-1.08918986857257
10.5,250,44,-0.951828838589404,-0.062114199440511,-0.938405455435278,0.00149378613256303,1.59482922791861,-1.62327595093733
10.75,250,45,-0.95144577720812,-0.0587969932813559,-0.395222989255808,-0.00637761274951608,0.260673194333327,-1.28056645850212
11,250,45,-0.951254485181955,-0.0552768143002969,-0.0575844702094107,-0.0732501289002028,0.05038100206716,-0.233774444991303
11.25,250,44,-0.950709352040556,-0.0514290116128858,-0.933205822106247,0.00177180314526473,1.71468685480007,-1.85097931966613
11.5,250,45,-0.950229483866807,-0.0473155362908647,-0.557834958907403,-0.0026867394294809,0.504088543195053,-1.81807863199221
11.75,250,45,-0.950099544760876,-0.0426673978388477,-0.0878032878786093,-0.0898168923333998,0.448296912675743,-5.30096554200359
12,250,44,-0.948770156054344,-0.0372187244690378,-0.144092602824722,-0.0165902307093854,0.0775443101121669,-0.460907718879549
12.25,250,44,-0.947348591381557,-0.0304660880093089,-0.134626731790466,0.00731543912604828,0.980896983415589,-7.53807441617942
12.5,250,42,-0.942090016869908,-0.0190563952671389,-0.882012976199222,0.00207220011405912,1.32849287734958,-2.60950288882226
12.75,250,1,-0.941912342263998,-0.0176217162445073,-0.209923586924902,-0.0681968992565915,0.285072670554697,-3.52937003688735
13,250,0,-0.472019392154088,-0.201726567331661,-0.325984365402238,-0.0272188853033676,0.289046824305745,-2.03500746698428
13.25,250,0,-0.422034911563847,-0.246712334582782,-0.35321111943153,-0.0261254674780503,0.437511038177572,-3.17085371616263
13.5,250,0,-0.353440763040317,-0.297770688788517,-0.324695242427658,-0.03212634247726,0.394035912246423,-3.15934262345484
13.75,250,0,-0.324695242109538,-0.316497799340844,-0.320525201156883,-0.032312469431167,0.388141231175209,-3.1132623799472
14,250,0,-0.320525201130607,-0.312655758045825,-0.316428996069118,-0.0324865077230034,0.382423176259718,-3.06820273759476
14.25,250,0,-0.316428996042869,-0.30884959389377,-0.312395199232994,-0.0326510689703532,0.376855129174725,-3.02407824624851
14.5,250,0,-0.312395199206745,-0.305086988578205,-0.308421491296235,-0.0328064492141856,0.371431214822249,-2.98085712293146
14.75,250,0,-0.308421491269986,-0.301367226268405,-0.30450568035589,-0.0329529273571883,0.366145901719679,-2.93850882176039
15,250,0,-0.304505680329641,-0.297689546717349,-0.300645692700223,-0.0330907661518265,0.360993976076015,-2.8970039772498
15.25,250,0,-0.300645692673973,-0.294053157582234,-0.296839564126857,-0.0332202131797491,0.355970518216637,-2.85631435247743
15.5,250,0,-0.296839564100608,-0.29045724459659,-0.29308543204959,-0.03334150174821,0.351070881177442,-2.81641278866448
15.75,250,0,-0.293085432023341,-0.286900979804655,-0.289381528300062,-0.0334548517127515,0.346290671220336,-2.77727315631484
16,250,0,-0.289381528273812,-0.283383528241008,-0.285726172548381,-0.0335604702359989,0.34162573008425,-2.73887030827718
16.25,250,0,-0.285726172522132,-0.279904053305619,-0.282117766287009,-0.0336585524846537,0.337072118774244,-2.70118003450799
16.5,250,0,-0.28211776626076,-0.276461721108619,-0.278554787314003,-0.0337492822728165,0.332626102738568,-2.66417901872237
16.75,250,0,-0.278554787287754,-0.273055703912487,-0.275035784673528,-0.0338328326556284,0.328284138301427,-2.62784479695275
17,250,0,-0.275035784647278,-0.269685182884634,-0.271559373997131,-0.0339093664777889,0.324042860202557,-2.59215571783059
17.25,250,0,-0.271559373970882,-0.266349350255469,-0.268124233218804,-0.0339790368810236,0.319899070162154,-2.55709090474591
17.5,250,0,-0.268124233192555,-0.263047410998542,-0.264729098626236,-0.0340419877736294,0.315849726366662,-2.52263021978475
17.75,250,0,-0.264729098599987,-0.259778584085025,-0.261372761211932,-0.0340983542655687,0.311891933778022,-2.48875422932017
18,250,0,-0.261372761185683,-0.256542103447894,-0.258054063298053,-0.0341482630723286,0.308022935193827,-2.45544417123078
18.25,250,0,-0.258054063271804,-0.253337218634342,-0.2547718954119,-0.0341918328891274,0.304240102992076,-2.42268192368655
18.5,250,0,-0.254771895385651,-0.250163195269778,-0.251525193397036,-0.0342291747384162,0.300540931514505,-2.39044997555214
18.75,250,0,-0.251525193370787,-0.247019315299503,-0.248312935721427,-0.0342603922935641,0.296923029995816,-2.35873139809225
19,250,0,-0.248312935695179,-0.243904877109592,-0.245134140981002,-0.0342855821780834,0.293384116019959,-2.32750981808914
19.25,250,0,-0.245134140954753,-0.240819195500594,-0.241987865577618,-0.0343048342459846,0.28992200945451,-2.29676939232987
19.5,250,0,-0.24198786555137,-0.237761601574402,-0.238873201556726,-0.0343182318399491,0.286534626815035,-2.2664947832733
19.75,250,0,-0.238873201530477,-0.234731442524377,-0.235789274584813,-0.034325852034121,0.283219976019013,-2.23667113587858
20,250,0,-0.235789274558565,-0.231728081358522,-0.23273524207052,-0.0343277658579418,0.279976151520415,-2.20728405563913
20.25,250,0,-0.232735242044271,-0.228750896580637,-0.229710291400708,-0.03432403850481,0.276801329763253,-2.17831958755894
20.5,250,0,-0.229710291374459,-0.225799281808708,-0.226713638291868,-0.0343147295270983,0.273693764950329,-2.14976419620188
20.75,250,0,-0.226713638265619,-0.222872645369984,-0.223744525249649,-0.0342998930159766,0.270651785100053,-2.1216047466903
21,250,0,-0.2237445252234,-0.219970409871031,-0.220802220119721,-0.0342795777689307,0.267673788357031,-2.09382848654577
21.25,250,0,-0.220802220093473,-0.217092011739589,-0.217886014727596,-0.0342538274455084,0.264758239546014,-2.06642302838946
21.5,250,0,-0.217886014701348,-0.214236900760533,-0.214995223602737,-0.0342226807115568,0.261903666953737,-2.03937633346766
21.75,250,0,-0.214995223576489,-0.211404539595927,-0.212129182778221,-0.0341861713723241,0.259108659316411,-2.01267669590955
22,250,0,-0.212129182751973,-0.208594403310041,-0.2092872486566,-0.0341443284957005,0.256371862993582,-1.98631272765946
22.25,250,0,-0.209287248630352,-0.205805978880821,-0.206468796943829,-0.0340971765256198,0.253691979324947,-1.96027334410563
22.5,250,0,-0.206468796917581,-0.203038764725844,-0.203673221641294,-0.0340447353869455,0.251067762151104,-1.93454775033574
22.75,250,0,-0.203673221615046,-0.200292270221417,-0.200899934094086,-0.0339870205807059,0.248498015487588,-1.90912542796839
23,250,0,-0.200899934067838,-0.197566015238052,-0.198148362088991,-0.0339240432717085,0.245981591340589,-1.88399612253483
23.25,250,0,-0.198148362062743,-0.194859529676188,-0.195417949002164,-0.0338558103676326,0.243517387658617,-1.85914983139761
23.5,250,0,-0.195417948975916,-0.192172353016437,-0.192708152987937,-0.0337823245906549,0.241104346404557,-1.8345767921296
23.75,250,0,-0.19270815296169,-0.189504033877363,-0.190018446211008,-0.0337035845415875,0.238741451747764,-1.8102674713793
24,250,0,-0.190018446184761,-0.186854129586419,-0.187348314113352,-0.0336195847569095,0.236427728360236,-1.78621255413155
24.25,250,0,-0.187348314087104,-0.184222205759459,-0.184697254718866,-0.0335303157586732,0.234162239818847,-1.76240293340213
24.5,250,0,-0.184697254692618,-0.181607835892955,-0.182064777968478,-0.0334357640975713,0.231944087099893,-1.7388297002831
24.75,250,0,-0.182064777942231,-0.17901060096964,-0.179450405084736,-0.0333359123894305,0.229772407162894,-1.71548413433713
25,250,0,-0.179450405058489,-0.176430089070054,-0.176853667965797,-0.0332307393448713,0.227646371620958,-1.69235769433407
25.25,250,0,-0.176853667939549,-0.173865895000635,-0.174274108602545,-0.0331202197927577,0.225565185487132,-1.66944200926614
25.5,250,0,-0.174274108576298,-0.171317619925522,-0.171711278519969,-0.0330043246970094,0.223528085996594,-1.64672886965074
25.75,250,0,-0.171711278493722,-0.168784871015362,-0.169164738239961,-0.0328830211671205,0.221534341499322,-1.62421021909214
26,250,0,-0.169164738213714,-0.166267261096402,-0.166634056763256,-0.0327562724622391,0.219583250418623,-1.60187814607368
26.25,250,0,-0.166634056737009,-0.163764408314984,-0.164118811069962,-0.032624037988661,0.217674140273526,-1.57972487597165
26.5,250,0,-0.164118811043715,-0.161275935803635,-0.161618585634725,-0.0324862732912775,0.215806366759151,-1.55774276325286
26.75,250,0,-0.161618585608478,-0.158801471356098,-0.159132971957873,-0.0323429300379728,0.213979312885394,-1.5359242838584
27,250,0,-0.159132971931626,-0.156340647106871,-0.156661568109052,-0.0321939559977058,0.212192388169149,-1.51426202774191
27.25,250,0,-0.156661568082805,-0.153893099215371,-0.154203978282205,-0.0320392950116421,0.210445027877708,-1.49274869154171
27.5,250,0,-0.154203978255958,-0.151458467551318,-0.151759812360692,-0.0318788869573912,0.208736692321585,-1.47137707137326
27.75,250,0,-0.151759812334445,-0.149036395385661,-0.149328685491467,-0.0317126677060708,0.207066866195137,-1.45014005572671
28,250,0,-0.149328685465221,-0.146626529079004,-0.146910217665108,-0.0315405690721275,0.205435057960882,-1.4290306184311
28.25,250,0,-0.146910217638862,-0.144228517772378,-0.14450403330421,-0.0313625187552312,0.203840799280654,-1.40804181170754
28.5,250,0,-0.144504033277964,-0.141842013076958,-0.14210976085364,-0.0311784402745009,0.202283644485906,-1.38716675923858
28.75,250,0,-0.142109760827393,-0.1394666687589,-0.139727032375202,-0.0309882528942291,0.200763170090759,-1.36639864927638
29,250,0,-0.139727032348955,-0.137102140424348,-0.137355483143788,-0.030791871541177,0.199278974344797,-1.34573072775343
29.25,250,0,-0.137355483117542,-0.134748085195982,-0.134994751243466,-0.0305892067124792,0.197830676824544,-1.32515629137356
29.5,250,0,-0.13499475121722,-0.132404161387363,-0.132644477162562,-0.0303801643741252,0.196417918063593,-1.30466868066889
29.75,250,0,-0.132644477136316,-0.130070028166516,-0.130304303385784,-0.0301646458492197,0.195040359220202,-1.28426127299481
30,250,0,-0.130304303359538,-0.127745345212934,-0.127973873981944,-0.0299425476954816,0.193697681782181,-1.26392747544185
1,300,0,-0.950940563448825,-0.950940563439493,-0.950940563439493,0.000523721263903624,0.82165125571959,-1.22117026101663
1.25,300,0,-0.950940563413303,-0.948904492859627,-0.948904492859627,0.000820830608236114,1.02393910376886,-1.54315018220013
1.5,300,0,-0.948904492833426,-0.946331970572191,-0.946331970572191,0.00118619459437529,1.22393054626224,-1.877165223778
1.75,300,0,-0.946331970545978,-0.942830819920156,-0.942830819920156,0.0016213601120999,1.42018057321038,-2.23049048010876
2,300,0,-0.942830819893932,-0.937309978242523,-0.937309978242523,0.00212865075402433,1.6087880715578,-2.62240365058129
2.25,300,0,-0.937309978216287,-0.923177787552022,-0.923177787554114,0.0027057416274145,1.76669532568256,-3.16241390261916
2.5,300,9,-0.955738195558664,-0.157083039424152,-0.945729305485759,0.00156846655976966,1.26455363000436,-0.919941853824977
2.75,300,11,-0.955672056295768,-0.165510082554342,-0.939693992964371,0.00242961147391646,1.54378868730647,-1.25847562041371
3,300,14,-0.95560697328186,-0.163429048555341,-0.954629909585837,-0.00120212397102323,0.322352791770588,-0.419774656394596
3.25,300,15,-0.955540144733168,-0.16227753419224,-0.94269840707232,0.0020339922699125,1.4285837730617,-0.948288624461881
3.5,300,18,-0.955471786177272,-0.159993242869993,-0.270879590873823,-0.0286389008768427,0.0425776475564278,-0.415788851916768
3.75,300,19,-0.955405395426055,-0.158215455796655,-0.952550977874465,9.6664073631341e-05,0.628587946082684,-0.50970822891685
4,300,21,-0.955329893902364,-0.156127837981597,-0.953411167293333,-0.000443460036618749,0.510057879524518,-0.514794565384824
4.25,300,22,-0.955256242812006,-0.15403463283298,-0.926501668333372,0.00341928229786699,1.76858370676094,-1.16091456198751
4.5,300,25,-0.955180666022735,-0.151597038915348,-0.274475467176714,-0.0257331726040135,0.0529899843672888,-0.41635542550377
4.75,300,25,-0.955108678061776,-0.149865083849242,-0.931463918051506,0.00308683612372877,1.72236695924916,-1.05802577834071
5,300,28,-0.955023551258825,-0.147644994716559,-0.194085777262171,-0.0396145350002884,0.0441347316909672,-0.538888986567201
5.25,300,28,-0.954941815550859,-0.14572916597726,-0.940336854078115,0.00216835004010694,1.52563900454625,-0.906789093589501
5.5,300,30,-0.95485784605475,-0.143691187724075,-0.938187510180466,0.00239412825147713,1.5934409019293,-0.949808808601654
5.75,300,32,-0.954771492001845,-0.141657549578177,-0.300106136151538,-0.0209312751427128,0.0748980360509434,-0.475150851195576
6,300,32,-0.954693748957634,-0.139634518530779,-0.937637950596587,0.00238132081856909,1.60912435594756,-0.973981034691054
6.25,300,34,-0.954591160880499,-0.137622308076367,-0.944741356586745,0.00137510716456864,1.32669873426877,-0.875859526750095
6.5,300,35,-0.954496893144289,-0.135618046069768,-0.942237354068907,0.0017312284396723,1.45234445300205,-0.938518021974744
6.75,300,36,-0.954399616787751,-0.133621999166663,-0.905752059868493,0.00367034157332075,1.86796459193759,-1.15829339812164
7,300,38,-0.954299097701347,-0.131630678578926,-0.344183090129359,-0.0158976941879114,0.112041000482187,-0.623499912320059
7.25,300,38,-0.954218088367266,-0.129645406542918,-0.949237982244174,0.000260863294955016,0.996366689153996,-0.917689125292497
7.5,300,39,-0.954087823342597,-0.127660981119684,-0.921988667635433,0.00310840466115229,1.81741867607486,-1.17065804534648
7.75,300,41,-0.953976329710646,-0.125677551258408,-0.243572178949556,-0.0245211893098173,0.0758369522711876,-0.494216468702159
8,300,41,-0.953865261528012,-0.123693207418601,-0.953233104262046,-0.00249903591610951,0.533526710189699,-1.0129484681945
8.25,300,42,-0.953740342680386,-0.121703623943831,-0.95145226945771,-0.000933157779225671,0.764656050148398,-1.05067908501595
8.5,300,43,-0.953614961846342,-0.119708865752154,-0.953593940914397,-0.00333980441441441,0.471394411282456,-1.10027766122546
8.75,300,44,-0.95361466153115,-0.117705599934445,-0.11788213628028,-0.0730525295915656,0.136045532611403,-2.34830991484107
9,300,44,-0.953347106871213,-0.115679911248316,-0.95145320106185,-0.00114993322706382,0.764538540531984,-1.17832336600012
9.25,300,45,-0.953203383043457,-0.113662174519756,-0.948237049078879,9.20585289740531e-05,1.08495964610941,-1.23156532498546
9.5,300,46,-0.953052136924745,-0.111615556130824,-0.552428105298292,-0.00620876899244846,0.320232215590402,-1.20569624072987
9.75,300,46,-0.952996124509228,-0.109547369509716,-0.943523566142289,0.000967535225928389,1.39460706368995,-1.3493035857132
10,300,47,-0.952723193804164,-0.10745307063749,-0.948058503129319,-8.26463127137449e-06,1.09997321863202,-1.37184687249976
10.25,300,48,-0.952543034548284,-0.105327614408638,-0.196391918336645,0.0597380060928649,1.19537057593039,-7.00954130087278
10.5,300,47,-0.952350305395962,-0.10315425313771,-0.904027549024171,0.00297363714218964,1.90968478572746,-1.59043462497089
10.75,300,49,-0.952142885285954,-0.100957395781059,-0.149120930119169,-0.0388703242494333,0.0615268082005795,-0.392971051710365
11,300,48,-0.951918138001165,-0.098682405811899,-0.936278066031357,0.00160122757902185,1.65159361961176,-1.62971548324419
11.25,300,49,-0.951672495147382,-0.0963761758453412,-0.942007874130545,0.000921081731313926,1.46663211468251,-1.66544237194541
11.5,300,49,-0.95140130666542,-0.0939767895440554,-0.769676085144821,0.00541221043723718,2.07179933674143,-1.90476766371451
11.75,300,50,-0.951098031348449,-0.0914782976733482,-0.327844328326581,-0.0113443327439937,0.185070313787703,-1.06272313576684
12,300,49,-0.950827520899259,-0.0888820702370208,-0.915929642720644,0.00235582392833944,1.877194588027,-1.91395701736344
12.25,300,50,-0.950352424885871,-0.086117743213654,-0.556377798004259,-0.00405559099135499,0.479187778202128,-1.79262724033936
12.5,300,50,-0.950229291990327,-0.0831698495511138,-0.0834479043815929,-0.0867323114030916,0.0615310470024293,-0.57526434754692
12.75,300,49,-0.949270271004019,-0.079917968112643,-0.835010068114899,-0.000675974520739503,0.869557041867359,-2.14462176497049
13,300,49,-0.949242027855247,-0.0763503065291803,-0.823090275253258,0.00377315290747086,2.05963304065841,-2.3290358202371
13.25,300,49,-0.947191349788236,-0.0720789765494667,-0.900838039499586,0.00241550364799033,1.9423298268882,-2.41565258413312
13.5,300,49,-0.944208915964058,-0.0662706174706984,-0.114502474141242,-0.0336671492661001,0.0632709660558336,-0.353537756945755
13.75,300,0,-0.693161413756991,-0.114509722681253,-0.26076761344238,-0.0380900465487768,0.170060476457903,-1.31530152546474
14,300,0,-0.523565485152292,-0.221069571253941,-0.343055685158006,-0.0188829011288635,0.69503075452733,-4.80497513634227
14.25,300,0,-0.464452855786712,-0.24553815428809,-0.294071395150779,-0.0453829578520997,0.318520728112652,-3.17942658325039
14.5,300,0,-0.402810631479682,-0.294072319561235,-0.347491725469102,-0.0314092878375097,0.426997090517006,-3.44057120981154
14.75,300,0,-0.347491708585044,-0.340990099178011,-0.344271151710818,-0.0314706778170623,0.422073312857969,-3.39468654917616
15,300,0,-0.344271151683701,-0.336974280132935,-0.340542274786217,-0.0316558115968304,0.416542355984921,-3.35173299394029
15.25,300,0,-0.340542274759968,-0.333496553670649,-0.33686711753225,-0.0318333148853988,0.411142164278026,-3.30960031479048
15.5,300,0,-0.336867117506,-0.330057522390303,-0.333243836972818,-0.032003409878914,0.405867956184879,-3.26826332452456
15.75,300,0,-0.333243836946568,-0.326656509892773,-0.329670672121134,-0.0321663107378888,0.400715199593021,-3.22769785975693
16,300,0,-0.329670672094884,-0.323292827958844,-0.32614595145613,-0.0323222209220944,0.395679604793881,-3.18788062992375
16.25,300,0,-0.326145951429881,-0.319965772464713,-0.322668086801606,-0.0324713338076088,0.390757107608438,-3.14878918267765
16.5,300,0,-0.322668086775356,-0.316674629619227,-0.319235567725641,-0.0326138332553431,0.385943853953186,-3.11040186987969
16.75,300,0,-0.319235567699392,-0.313418681076249,-0.315846956399014,-0.0327498941381327,0.381236185727701,-3.07269781473896
17,300,0,-0.315846956372764,-0.310197208075969,-0.312500882871673,-0.0328796828272693,0.376630627845063,-3.03565687963494
17.25,300,0,-0.312500882845424,-0.307009494792091,-0.309196040732095,-0.0330033576442154,0.372123876359333,-2.99925963534134
17.5,300,0,-0.309196040705846,-0.303854831050844,-0.30593118309883,-0.0331210692793992,0.367712787511673,-2.96348733105768
17.75,300,0,-0.305931183072581,-0.300732514511605,-0.302705118930881,-0.033232961181126,0.363394367670261,-2.92832186576242
18,300,0,-0.302705118904632,-0.297641852378788,-0.299516709611435,-0.0333391699172347,0.359165764034467,-2.89374576055444
18.25,300,0,-0.299516709585186,-0.294582162769262,-0.296364865795103,-0.0334398255116385,0.355024256071218,-2.85974213224459
18.5,300,0,-0.296364865768854,-0.29155277575682,-0.293248544484367,-0.033535051757744,0.350967247589689,-2.82629466798492
18.75,300,0,-0.293248544458118,-0.28855303415952,-0.290166746312363,-0.0336249665110608,0.346992259392237,-2.79338760088945
19,300,0,-0.290166746286114,-0.285582294136951,-0.287118513032217,-0.0337096819617879,0.343096922493232,-2.76100568690049
19.25,300,0,-0.287118513005968,-0.282639925583918,-0.284102925173145,-0.0337893048898065,0.339278971804099,-2.72913418251021
19.5,300,0,-0.284102925146896,-0.279725312393732,-0.281119099867285,-0.0338639369028642,0.335536240287201,-2.69775882359701
19.75,300,0,-0.281119099841036,-0.276837852604759,-0.278166188814519,-0.0339336746597731,0.331866653496185,-2.66686580504532
20,300,0,-0.27816618878827,-0.27397695844331,-0.275243376400076,-0.0339986100786065,0.32826822452959,-2.63644176151333
20.25,300,0,-0.275243376373828,-0.271142056270104,-0.272349877920293,-0.0340588305329912,0.324739049292303,-2.60647374882893
20.5,300,0,-0.272349877894044,-0.268332586499227,-0.269484937941419,-0.0341144190346779,0.321277302112717,-2.57694922646023
20.75,300,0,-0.26948493791517,-0.265548003413373,-0.266647828748609,-0.0341654544064085,0.317881231618289,-2.5478560405705
21,300,0,-0.266647828722361,-0.262787774969046,-0.263837848909834,-0.0342120114426437,0.314549156915703,-2.51918240805752
21.25,300,0,-0.263837848883585,-0.260051382556,-0.261054321914262,-0.0342541610618345,0.31127946398603,-2.49091690110447
21.5,300,0,-0.261054321888013,-0.257338320719944,-0.258296594909147,-0.0342919704487979,0.308070602340596,-2.46304843263104
21.75,300,0,-0.258296594882899,-0.254648096876438,-0.255564037507086,-0.0343255031884318,0.304921081873243,-2.435566242294
22,300,0,-0.255564037480837,-0.251980230987086,-0.252856040662211,-0.0343548193922125,0.301829469904253,-2.4084598830916
22.25,300,0,-0.252856040635962,-0.249334255244099,-0.250172015622912,-0.0343799758166257,0.298794388426302,-2.38171920869997
22.5,300,0,-0.250172015596663,-0.246709713722456,-0.247511392939797,-0.0344010259746002,0.295814511505239,-2.35533436128138
22.75,300,0,-0.247511392913549,-0.244106162043139,-0.244873621529872,-0.0344180202406755,0.292888562835753,-2.32929575982409
23,300,0,-0.244873621503624,-0.241523167016793,-0.242258167799637,-0.0344310059499365,0.290015313453523,-2.30359408907061
23.25,300,0,-0.242258167773389,-0.23896030629221,-0.239664514813746,-0.0344400274912649,0.287193579575144,-2.27822028888739
23.5,300,0,-0.239664514787498,-0.236417168000599,-0.23709216151329,-0.0344451263948018,0.284422220569512,-2.25316554412629
23.75,300,0,-0.237092161487042,-0.233893350400938,-0.234540621973834,-0.0344463414145923,0.281700137041231,-2.22842127489863
24,300,0,-0.234540621947586,-0.231388461529592,-0.232009424706802,-0.0344437086062092,0.279026269028608,-2.20397912729525
24.25,300,0,-0.232009424680554,-0.228902118849208,-0.229498111995293,-0.0344372614001387,0.276399594299114,-2.17983096447992
24.5,300,0,-0.229498111969044,-0.226433948903938,-0.227006239268724,-0.0344270306704215,0.273819126746549,-2.15596885819651
24.75,300,0,-0.227006239242476,-0.223983586982018,-0.224533374506632,-0.0344130447995652,0.271283914871431,-2.13238508059704
25,300,0,-0.224533374480384,-0.221550676780054,-0.222079097676636,-0.0343953297392179,0.26879304035056,-2.10907209644235
25.25,300,0,-0.222079097650388,-0.219134870082661,-0.219643000197537,-0.0343739090672351,0.266345616679232,-2.08602255559255
25.5,300,0,-0.219643000171289,-0.216735826441328,-0.217224684432319,-0.0343488040414497,0.263940787891543,-2.06322928583091
25.75,300,0,-0.217224684406071,-0.214353212867656,-0.214823763203663,-0.0343200336499404,0.261577727345874,-2.04068528596142
26,300,0,-0.214823763177415,-0.211986703534654,-0.21243985933466,-0.0342876146578889,0.25925563657668,-2.01838371918365
26.25,300,0,-0.212439859308412,-0.209635979486444,-0.210072605211742,-0.0342515616518709,0.256973744208039,-1.99631790674463
26.5,300,0,-0.210072605185494,-0.207300728359289,-0.207721642367339,-0.0342118870805299,0.254731304921892,-1.97448132181807
26.75,300,0,-0.207721642341092,-0.204980644110333,-0.205386621081733,-0.0341686012931291,0.252527598480352,-1.95286758362093
27,300,0,-0.205386621055485,-0.202675426760254,-0.203067200004481,-0.0341217125746699,0.250361928799611,-1.93147045176043
27.25,300,0,-0.203067199978234,-0.200384782142662,-0.200763045792014,-0.0340712271791244,0.248233623071228,-1.91028382079306
27.5,300,0,-0.200763045765767,-0.198108421663622,-0.198473832760484,-0.0340171493593698,0.246142030925829,-1.88930171495982
27.75,300,0,-0.198473832734237,-0.195846062071408,-0.196199242555217,-0.0339594813952923,0.244086523642698,-1.8685182831412
28,300,0,-0.19619924252897,-0.19359742523595,-0.193938963833016,-0.033898223619269,0.242066493396617,-1.84792779396792
28.25,300,0,-0.193938963806769,-0.191362237936246,-0.191692691958978,-0.0338333744390944,0.240081352544696,-1.82752463111727
28.5,300,0,-0.191692691932731,-0.189140231655018,-0.189460128713657,-0.0337649303590988,0.238130532945783,-1.80730328874605
28.75,300,0,-0.18946012868741,-0.186931142386143,-0.18724098201409,-0.0336928859987121,0.236213485317089,-1.78725836709928
29,300,0,-0.187240981987843,-0.184734710442355,-0.185034965644392,-0.0336172341089427,0.23432967862072,-1.76738456824464
29.25,300,0,-0.185034965618145,-0.182550680276259,-0.182841798996983,-0.0335379655867333,0.232478599481291,-1.74767669194655
29.5,300,0,-0.182841798970736,-0.180378800303701,-0.180661206823368,-0.0334550694872802,0.230659751632328,-1.72812963166596
