Parameters: V_min=100, V_max=1000, V_step=10 | R_min=200, R_max=1500, R_step=50 | qT=1, kappa=0.9, R_ext=500, cT=0.18, i0=0, tc=30, lam=0.12, tmax=600, dt=5e-05, (Increasing V_ext)
V_ext,R_ext,burst_freq,avg_ibi,intra_burst_freq,x_min,x_max,x_f,T'_f,V_f,V'_f
630,250,0,0,0,1.01696777599222,1.01718146384474,1.01718614174601,-183.398137967633,570.575727346332,448.492653820766
640,250,0,0,0,1.01718614192958,1.01739694339852,1.01740155713619,-189.062384549846,579.730559223127,454.948353696701
650,250,0,0,0,1.01740155732134,1.01760955724263,1.01761410874539,-194.808973564174,588.886989581847,461.392994970484
660,250,0,0,0,1.01761410893226,1.01788265125876,1.0178991233332,-200.638648136874,598.044594839867,467.829444141235
670,250,0,0,0,1.01789912352127,1.01851546985002,1.01852671933275,-206.595345791901,607.18325790088,474.39391593906
680,250,0,0,0,1.01852671951643,1.01898954599813,1.01899841854307,-212.674497685811,616.305925215729,481.066572699367
690,250,0,0,0,1.01899841872125,1.01937990251659,1.01938737580054,-218.859685364557,625.420602990825,487.793260566761
700,250,0,0,0,1.01938737597268,1.01971695537297,1.01972348988947,-225.144378705117,634.530498952216,494.552281370597
710,250,0,0,0,1.01972349005527,1.02001658755674,1.02002244249166,-231.525230706102,643.637262569456,501.332476946228
720,250,0,0,0,1.02002244265091,1.02028831696953,1.02029365480954,-238.000269674077,652.741864824995,508.127278547977
730,250,0,0,0,1.02029365496214,1.02053837053553,1.02054330083961,-244.568224863156,661.844928529884,514.93247261189
740,250,0,0,0,1.02054330098548,1.0207710793429,1.02077567997144,-251.228223802096,670.946877516684,521.745191583374
750,250,0,0,0,1.02077568011054,1.02098959517124,1.02099392370067,-257.97963873269,680.048012807346,528.563398725361
760,250,0,0,0,1.02099392383296,1.02119629266814,1.02120039301735,-264.82200154015,689.148555080328,535.385600839422
770,250,0,0,0,1.02120039314283,1.0213930107881,1.02139691730061,-271.754953387576,698.24866998252,542.210677048902
780,250,0,0,0,1.02139691741928,1.02158120560634,1.02158494568754,-278.778213300743,707.348484029555,549.037771240865
790,250,0,0,0,1.02154835145098,1.0219234770997,1.02193053614697,-285.856754232401,716.461480550659,555.775444421662
800,250,0,0,0,1.02151048536936,1.02218671414371,1.0221912509774,-292.968346868393,725.59559009224,562.369866616668
810,250,0,0,0,1.02145647060584,1.02242044685626,1.02232874867833,-300.172440692148,734.727712554973,568.977684768513
820,250,0,0,0,1.02133274544741,1.02265280487931,1.02222265657565,-307.52319860586,743.838322725605,575.731512774177
830,250,0,0,0,1.0211337007783,1.02287902702457,1.02121176470988,-314.571025423572,753.089992894677,581.527677834088
840,250,0,0,0,0.963719971998631,1.02292416899046,1.014758830258,-342.674446976802,754.439689525292,640.377872398678
850,250,0,0,0,0.927436771937307,1.01591608945625,0.985682284181086,-335.285456353395,756.025939896078,697.665734947286
860,250,0,0,0,0.926875362495287,1.01591891668266,0.941359338075193,-389.515028012791,759.689789733074,738.416931324813
870,250,0,0,0,0.926509147255116,1.01592036252426,0.925243978242127,-389.801292168673,772.43263657254,721.878274507859
