Parameters: V_min=0, V_max=120, V_step=1.2 | R_min=0, R_max=800, R_step=10 | qT=1, kappa=0.9, R_ext=0, cT=0.18, i0=0, tc=30, lam=0.12, tmax=300, dt=0.001
V_ext,R_ext,x_min,x_max,x_f,T'_f,V_f,V'_f
0,0,-0.956436,-0.950163,-0.956436416440403,0,0,0
0,0,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,0,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,10,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,10,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,20,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,20,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,30,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,30,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,40,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,40,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,50,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,50,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,60,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,60,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,70,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,70,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,80,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,80,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,90,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,90,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,100,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,100,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,110,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,110,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,120,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,120,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,130,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,130,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,140,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,140,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,150,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,150,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,160,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,160,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,170,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,170,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,180,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,180,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,190,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,190,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,200,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,200,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,210,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,210,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,220,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,220,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,230,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,230,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,240,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,240,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,250,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,250,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,260,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,260,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,270,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,270,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,280,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,280,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
0,290,-0.956436416440403,-0.956436416440403,-0.956436416440403,0,0,0
