V_DC,R_ext,is_phase_lock,width,CV1_at_target_freq,CV2_at_tartget_freq,centre_of_phase_locking,left_depth,righ_depth,depth
6.4425128480085725,482.43149248223546,1,0.021000000000000015,0.0021765462804499893,0.00022350857438728017,0.07175000000000001,0.5238228862938141,0.12011907300921963,0.3219709796515169
6.249768248879783,994.32942774706,1,0.022500000000000017,6.432237859284986e-06,1.3060806548132334e-06,0.0675,0.6090754187021243,0.12503687842980069,0.3670561485659625
7.829362565549273,494.74286093152455,1,0.022500000000000017,0.12630074506830521,0.14568900640274327,0.08600000000000001,0.2942779338146853,0.04774540368209571,0.17101166874839052
6.721451907437074,889.8280624250273,1,0.021000000000000015,0.056289642800328395,0.01587773564371904,0.07425,0.6689773244254459,0.09943469951718846,0.38420601197131715
5.319397414663095,722.1271397020247,1,0.022000000000000016,6.4322378596543484e-06,6.530403275922257e-07,0.05675,0.8750092427692067,0.05344818346739005,0.46422871311829833
4.514646415224091,171.26650382756068,1,0.02450000000000002,0.0483517606919276,0.06592447849290652,0.047,0.5556937651496812,7.416802024840909e-06,0.277850590975853
5.799424841129738,405.0724310724881,1,0.021000000000000015,6.43223785929248e-06,6.530403271838837e-07,0.06425,0.5571215994514175,0.10660238180864015,0.3318619906300288
5.85393162867576,529.035626812296,1,0.020500000000000015,6.4322378596618404e-06,1.306080655110207e-06,0.065,0.5582344652409649,0.12746493518421242,0.34284970021258865
4.484958992033747,210.07421375207156,1,0.023000000000000017,0.051393825612709686,0.0783191555734947,0.04775,0.3814500799697738,8.343861023090763e-06,0.19072921191539846
4.412568516330619,322.3669857135433,1,0.021000000000000015,0.11101415841836136,0.16234342319693246,0.04725,0.5157845668740939,1.367166138061528e-05,0.2578991192677373
4.1253025909714,182.77708717623784,1,0.023500000000000017,0.05213038111942682,0.10346791154404812,0.043,0.55902302672387,3.080743547469886e-05,0.27952691707967237
7.625929438671115,288.5254232626459,1,0.02650000000000002,0.10250557640930566,0.0665506180209201,0.079,0.3975933162375066,0.0701525267031222,0.2338729214703144
4.032549136448714,240.09308571274676,1,0.022500000000000017,0.04761996646984632,0.094514419327382,0.042,0.5897302853330598,3.1989431383662456e-05,0.29488113738222177
4.561693083961275,392.3819970636191,1,0.021000000000000015,0.11271594236952692,0.16276636199564065,0.04875,0.7191070646692894,8.343861022669176e-06,0.35955770426515604
7.589339050110664,658.3511064839545,1,0.021500000000000016,0.1303857655521449,0.1435323623234686,0.0845,0.3124393512509523,0.04172538918303015,0.17708237021699122
5.001346458629175,720.6878421924863,1,0.023000000000000017,0.10940380647565104,0.07937568974693783,0.052250000000000005,0.8836793010464873,3.50622940107403e-05,0.441857181670249
7.2480939659500265,954.3852693957156,1,0.021500000000000016,0.12207100918807791,0.10835661409369717,0.0805,0.30654402189576885,0.039314722524967864,0.17292937221036836
7.5501800559588075,932.3425456082435,1,0.021500000000000016,0.13066843765892033,0.1375640012333021,0.084,0.329982320856857,0.0389241799872745,0.18445325042206576
4.294211525484623,935.317709818146,1,0.02550000000000002,0.14531282766949483,0.23445398499916636,0.04,0.6540804210817032,3.4374892577134925e-05,0.3270573979871402
4.6852686119525035,790.4491009997215,1,0.024000000000000018,0.11155057390591128,0.1510083078656094,0.04675,0.7546572716748022,1.1984530458213087e-05,0.37733462810263024
4.88937413434167,796.25971393771,1,0.02450000000000002,0.11978452410940285,0.1389724999152625,0.0495,0.8520971089353904,6.67196066831013e-06,0.4260518904480293
4.536335796461291,365.9998438055835,1,0.021000000000000015,0.10574146010476018,0.15296347442372876,0.04875,0.6913612872591797,8.343861023617767e-06,0.34568481556010167
6.459494033151593,663.4246698994174,1,0.020500000000000015,0.0038801068661319642,0.0004033831828505917,0.07200000000000001,0.5598908897784277,0.14555067885363263,0.35272078431603016
7.158167163652971,409.66803263422645,1,0.023000000000000017,0.10654428189830913,0.07601835760777689,0.07875,0.4736497116785051,0.03305480691002139,0.25335225929426325
5.625186103331655,916.1439107973144,1,0.023000000000000017,6.432237859650616e-06,1.3060806545904957e-06,0.059250000000000004,0.7044516249178667,0.08639926383513741,0.39542544437650207
5.299488863131449,318.0366369794522,1,0.022000000000000016,6.432237859288749e-06,6.53040327258128e-07,0.05825,0.6523219463607538,0.05517772672425807,0.3537498365425059
5.057612080020531,262.3137691318593,1,0.022500000000000017,9.050022153088352e-06,6.530403276664704e-07,0.055,0.8000649697916108,3.299973600531066e-05,0.40004898476380807
4.797476602840093,947.3724409110105,1,0.02600000000000002,0.12490253754308099,0.17096418461527527,0.04675,0.7770874753463424,3.263001663187644e-05,0.38856005268148713
6.9992285427974235,593.0993599084604,1,0.021000000000000015,0.10929331665841141,0.08128948724355523,0.07825,0.44762390554195713,0.03031484404956752,0.23896937479576233
4.59258204870032,541.9629968827887,1,0.022000000000000016,0.11854891086980306,0.16733869203132468,0.04775,0.7489604552602339,1.2906379762296984e-05,0.3744866808199981
4.750982790764501,213.88419097162026,1,0.023000000000000017,0.09184654756795119,0.09356774068171891,0.05075,0.6246644424577937,1.2458121547696224e-05,0.3123384502896707
3.808024342424205,627.1804645153024,1,0.022500000000000017,4.571425586148709e-06,1.3333120005371706e-06,0.036500000000000005,0.4512917705722024,3.632802560394937e-05,0.22566404929890316
7.865538362239653,602.6621454365595,1,0.022000000000000016,0.13026377955895876,0.15517088420084368,0.08725,0.30492085426687976,0.04332677683245355,0.17412381554966666
3.7038244462815366,202.31574549887137,1,0.023000000000000017,4.5714255861595304e-06,6.666560001927943e-07,0.03775,0.4199878276896158,3.5385354741646235e-05,0.2100116065221787
6.237523153727334,752.230806282614,1,0.021000000000000015,6.43223785929248e-06,6.530403271838837e-07,0.06875,0.5698465586355027,0.0793944541672193,0.324620506401361
3.9008124317912265,652.0101437525107,1,0.023000000000000017,5.250970108951385e-16,1.515824502954878e-16,0.037250000000000005,0.5547664547497789,2.3713702246906057e-05,0.2773950842260129
5.864280499094331,264.6614161818501,1,0.024000000000000018,9.05002215308835e-06,1.9591209817372594e-06,0.06325,0.5028898373088513,0.08800318213479516,0.29544650972182324
5.0325449560597075,380.7714820961852,1,0.021000000000000015,9.050022153088352e-06,6.530403273694925e-07,0.05525,0.841057799010773,3.879751290665354e-05,0.42054829826183987
4.369903786260741,315.66796034149,1,0.021500000000000016,0.13687726461576605,0.27167179486280535,0.0465,0.34809872827960225,4.259376064874654e-05,0.1740706610201255
5.527704926973133,846.8411815078426,1,0.022500000000000017,9.050022152831132e-06,1.9591209819971172e-06,0.0585,0.7562970672168989,0.07485257361033427,0.4155748204136166
7.683887589082195,578.1938892315331,1,0.022000000000000016,0.12710411337672609,0.14512986278310472,0.08525,0.30831686104031286,0.04514540756476213,0.1767311343025375
4.6204180564744926,408.6871657243926,1,0.021000000000000015,0.09402345790484022,0.1190845900485959,0.04975,0.7579825125782701,2.0624742192446496e-05,0.37900156866023127
4.395869200909042,235.76358612025797,1,0.022000000000000016,0.09404454440314006,0.1426808771665287,0.04675,0.4909516972537498,1.3671661381496008e-05,0.24548268445756566
3.63825319368898,866.8291107410251,1,0.019500000000000014,4.571425585899675e-06,6.666560001548998e-07,0.0335,0.0005789044633727904,2.0530987094070332e-05,0.0002997177252334304
6.199268832555164,279.2944308829824,1,0.024000000000000018,6.43223785965811e-06,1.306080654442007e-06,0.06675,0.4764137588318732,0.07052626562822409,0.27347001223004863
7.515727986179524,392.9256985344791,1,0.024000000000000018,0.11941855069738763,0.11049185938845477,0.08175,0.2716836601460602,0.05159072283084357,0.1616371914884519
6.586310984418283,749.0552939071438,1,0.021000000000000015,0.008558467887332225,0.0009087115233612846,0.07325000000000001,0.5748236151685043,0.11059226770811241,0.34270794143830835
7.402866244336526,699.1178595438248,1,0.021500000000000016,0.12395667831204916,0.12500736805584436,0.0825,0.3035612865455338,0.03812971009881481,0.17084549832217433
4.855256716816275,684.9820972986266,1,0.023000000000000017,0.12324200336838469,0.14554529015766723,0.05025,0.8521300783802387,7.625147740253645e-06,0.42606885176398945
7.12477710641852,609.4338638469453,1,0.021500000000000016,0.11621844358117626,0.09523588492643799,0.0795,0.3864923582013432,0.0326763953951384,0.2095843767982408
6.289695804169851,169.84901273975777,1,0.029000000000000022,6.4322378596618404e-06,1.3060806551102074e-06,0.061750000000000006,0.4538446193794956,0.05735786757225943,0.25560124347587754
3.668536837069934,422.71105349408595,1,0.021000000000000015,4.571425585905104e-06,1.3333120006887554e-06,0.036250000000000004,0.44454883726710454,1.6734530695738246e-05,0.22228278589890013
