Parameters: V_min=230.1, V_max=250, V_step=0.1, qT=1, kappa=0.9, R_ext=500, cT=0.18, i0=0, tc=30, lam=0.12, tmax=500, dt=0.0001
V_ext,x_min,x_max,x_f,T'_f,V_f,V'_f
230.1,-0.993133,0.668505,0.616132761361678, 18.2969515243251, 39.324734570333, 275.016269892583
230.2,-0.99232074578415,0.668520978679657,0.651646973318264, 6.98800568088743, 43.3595901079706, 239.84970759569
230.3,-0.9923278475041,0.668553124824007,0.666377705552286, -5.17153673182273, 40.3755350634866, 142.343057186461
230.4,-0.992335100468559,0.668590305137907,0.664765069519048, -12.665547723934, 26.4499737755566, -38.8519147097387
230.5,-0.992342534730036,0.668633335142602,-0.735130572417963, 23.6404520960713, 43.2253153738712, 101.104888662166
230.6,-0.992350167131241,0.66868316145175,0.629661549236096, 15.6225983179914, 41.088235341899, 272.466159231093
230.7,-0.992358036309573,0.668740873014974,0.656863513855698, 3.77059924728304, 43.457168725208, 221.202316954289
230.8,-0.99236617984306,0.668807697274419,0.668416689783265, -8.37813525973223, 37.9529952392008, 100.208200693474
230.9,-0.992374638127045,0.66888496227434,0.660117914784998, -13.9016197603445, 18.9715374641104, -115.513599519921
231,-0.992383451580512,0.668973991387371,-0.825125080171999, 20.8910011522335, 37.9771827163791, 190.985330845686
231.1,-0.992392655708848,0.669075880588363,0.639690849201759, 12.6426634080963, 42.5507928211254, 265.511894656344
231.2,-0.992402261655666,0.669191105801049,0.660880667478606, 0.832838706253236, 43.223228725935, 201.169680911262
231.3,-0.992412250443239,0.669318964065202,0.669296749169952, -10.1344648397161, 36.3485906004264, 72.7787402157875
231.4,-0.992422546057506,0.669457023295741,-0.432434939694797, 21.0606120937333, 33.4925760313469, -157.002556272317
231.5,-0.992433016184636,0.669600988712182,-0.922293444493029, 22.8179135337044, 39.3663710255506, 170.902120218137
231.6,-0.992443496041912,0.669745374929056,0.632563793197983, 15.0437899748547, 41.7919987896481, 272.934900864652
231.7,-0.992453806012978,0.669884823336545,0.654636865108, 5.55330280217202, 43.9911534753796, 234.226074056736
231.8,-0.992463865185153,0.67001529909139,0.666324362319512, -4.15944780650053, 41.9131269766159, 158.685509735189
231.9,-0.992473557470264,0.670134544262901,0.670055463920005, -11.7929675239585, 34.7519449939081, 44.0778131462964
232,-0.992482890699441,0.670241835055583,0.662273320492296, -14.384946718072, 20.6993265589841, -115.918811660225
232.1,-0.992491858358731,0.670337460729589,-0.807555734279976, 29.5264116174003, 44.2404022442587, 64.8203503149313
232.2,-0.992500488594157,0.670422246702279,-0.987010926884977, 45.2018604838755, 30.3034741066063, 229.395735565382
232.3,-0.992508817308273,0.67049723080704,0.634253012491421, 14.6950016570026, 42.2440363316048, 273.282839648124
232.4,-0.992516874970087,0.670563479212767,0.650666080335749, 8.04205195322361, 44.1202084514768, 248.751025389271
232.5,-0.992524690844363,0.670621996133206,0.661087414075534, 1.14239864020369, 43.952511298315, 206.599886175788
232.6,-0.992532294002501,0.670673687644473,0.667803907952923, -5.54579859590398, 41.6352812787505, 146.264108023788
232.7,-0.992539707827513,0.670719353686988,0.670690182371652, -11.072862969025, 36.7713412098423, 66.4407289764328
232.8,-0.992546955193857,0.670759693360604,0.668198790149001, -14.0153524401044, 28.7191916463334, -35.5487005448738
232.9,-0.992554053162953,0.670795315592716,-0.756038317925928, 27.3464808756341, 41.9177161660901, -106.70335565038
233,-0.992561017945547,0.670826751227051,-0.909222304560444, 26.2975367724147, 45.4653807254104, 65.2206693611041
233.1,-0.992567865678101,0.670854464697647,-0.656088614005698, 24.9053754161985, 37.0907852896717, 201.879296904148
