Parameters: V_min=1, V_max=8.9, V_step=0.1, qT=1, kappa=0.9, R_ext=500, cT=0.18, i0=0, tc=30, lam=0.12, tmax=500, dt=0.0001
V_ext,x_min,x_max,x_f,T'_f,V_f,V'_f
8.9,-0.993133,-0.2045,-0.831910232523822, 0.00453704522036337, 1.97315876357141, -1.63482296032447
8.8,-0.95403729162366,-0.205071343163182,-0.70774651563725, -0.00918814035855185, 0.298071710017096, -1.02139519599251
8.7,-0.954073067180212,-0.205846485222949,-0.345325575746672, -0.0237642038259131, 0.101608180823444, -0.74976694965261
8.6,-0.95410867124252,-0.206506666517556,-0.945846705024703, 0.000709117618739952, 1.26057289448424, -1.1443366453201
8.5,-0.954143873215364,-0.207125515909635,-0.945149200199801, 0.000875664978236616, 1.30396834326452, -1.15387748593094
8.4,-0.95417867837071,-0.207767349611969,-0.493892111168115, -0.0147587325124789, 0.174720683792009, -0.887304737938046
8.3,-0.954213095902471,-0.208405132442135,-0.953541788336996, -0.00450804634996056, 0.486251911478071, -0.986234984942026
8.2,-0.954247132996943,-0.209047671814459,-0.630054769735878, 0.0115211753207066, 1.98606838045147, -2.13262619978664
8.1,-0.95428136283738,-0.20937618096206,-0.425062498692764, -0.0182209335051675, 0.132632937132259, -0.808876875934196
8,-0.954314093841708,-0.210365188356386,-0.896547653297578, 0.0035396873652159, 1.89571787891654, -1.5233337723842
7.9,-0.95434719731955,-0.210965603306762,-0.395118345784461, -0.0202221898851001, 0.115164329364413, -0.777126978722235
7.8,-0.954379617748777,-0.211691985358661,-0.831490082291161, 0.00466439982804488, 1.95094308153789, -1.64172823988901
7.7,-0.95441222444524,-0.212181148912074,-0.764575791419783, -0.00905245387379674, 0.276297422681999, -0.934921825844581
7.6,-0.954443756206491,-0.213018211539434,-0.228646625953747, -0.0121016245490204, 0.604562870649774, -6.62395393030281
7.50000000000001,-0.954476342096091,-0.21308019332554,-0.952645187759035, -0.00224107102487221, 0.613920167693583, -0.929542156297424
7.40000000000001,-0.954506554680069,-0.214377082144734,-0.444197876417381, -0.0176361207024973, 0.130221335551164, -0.801910968572439
7.30000000000001,-0.954537465288629,-0.215070823093957,-0.949882974205906, -9.05953470386127e-05, 0.934166271830311, -0.970500221463306
7.20000000000001,-0.954568057423915,-0.215759315853592,-0.954050197390775, -0.00502422684535138, 0.409162089060796, -0.90100153543062
7.10000000000001,-0.954598335879369,-0.216451390733987,-0.947551966403142, 0.000651030115080863, 1.13916491529351, -1.0268409644713
7.00000000000001,-0.954628304648396,-0.217164069026608,-0.953120572424658, -0.00260338400539874, 0.548689133437672, -0.892955467162314
6.90000000000001,-0.954657969542735,-0.217861244285599,-0.947467859380146, 0.000709399472263737, 1.14557314655229, -1.02357163186413
6.80000000000001,-0.954687333370954,-0.218585712924753,-0.954083554238865, -0.00474934303161492, 0.40434478380167, -0.876651770551229
6.70000000000001,-0.954716401738056,-0.21929306755497,-0.950693830194619, -0.000221841904244517, 0.850023250665972, -0.922665706480349
6.60000000000001,-0.954745177483951,-0.220021947973893,-0.221849590851691, -0.0425668033773846, 0.185979435554217, -3.46692875464936
6.50000000000001,-0.954775027067778,-0.220768135261091,-0.409149136736581, -0.0203257400993676, 0.102188443398824, -0.775400978361651
6.40000000000001,-0.954801867144709,-0.221496599738764,-0.943823446798038, 0.00144515216146599, 1.37647705118088, -1.13833853839917
6.30000000000001,-0.954829792892852,-0.222248047615978,-0.94518302498106, 0.00123684889598251, 1.3006043291767, -1.09392409890269
6.20000000000001,-0.954857433684972,-0.222998018450876,-0.330926644424377, 0.0368220210262476, 1.37238165252684, -5.71181841769635
6.10000000000001,-0.954886154947596,-0.2231228568626,-0.930387752188238, 0.0028078227309506, 1.73920436313601, -1.46265818369474
